timestamp,1,2,3
0.50,0.1528,0.0138,0.0000
1.00,0.1550,0.0138,0.1315
1.50,0.1528,0.0138,0.1521
2.00,0.1550,0.0138,0.1681
2.50,0.1535,0.0138,0.2726
3.00,0.1513,0.0138,0.2765
3.50,0.1550,0.0138,0.2151
4.00,0.1748,0.0138,0.2177
4.50,0.2510,0.0138,0.1942
5.00,0.2814,0.0138,0.1746
5.50,0.3020,0.0138,0.2373
6.00,0.3118,0.0138,0.2560
6.50,0.3589,0.0138,0.2510
7.00,0.3903,0.0138,0.2400
7.50,0.3903,0.0397,0.2481
8.00,0.4020,0.0766,0.2177
8.50,0.4116,0.0848,0.2177
9.00,0.4079,0.0922,0.2020
9.50,0.3903,0.0673,0.2040
10.00,0.3903,0.0539,0.1883
10.50,0.3903,0.1120,0.1707
11.00,0.3903,0.1315,0.1825
11.50,0.3903,0.1315,0.1824
12.00,0.4109,0.1315,0.1736
12.50,0.4118,0.1315,0.1736
13.00,0.4138,0.1315,0.1727
13.50,0.4130,0.1315,0.1766
14.00,0.4138,0.1362,0.1766
14.50,0.4057,0.1538,0.1883
15.00,0.3903,0.1538,0.1746
15.50,0.3903,0.1532,0.1795
16.00,0.3903,0.1539,0.1727
16.50,0.3903,0.1530,0.1727
17.00,0.3903,0.1534,0.1864
17.50,0.3903,0.1543,0.2089
18.00,0.3903,0.1550,0.2177
18.50,0.3903,0.1550,0.2079
19.00,0.3903,0.1550,0.1971
19.50,0.3903,0.1550,0.1971
20.00,0.3903,0.1550,0.2001
20.50,0.3903,0.1550,0.2001
21.00,0.3903,0.1550,0.2256
21.50,0.3903,0.1550,0.2334
22.00,0.3903,0.1550,0.2334
22.50,0.3903,0.1550,0.2177
23.00,0.3903,0.1550,0.2229
23.50,0.3903,0.1336,0.2177
24.00,0.3903,0.1132,0.2177
24.50,0.3287,0.0949,0.2171
25.00,0.3118,0.0922,0.2177
25.50,0.3118,0.0922,0.2334
26.00,0.3125,0.0870,0.2147
26.50,0.3125,0.0860,0.2177
27.00,0.3118,0.0818,0.2177
27.50,0.3155,0.0557,0.2177
28.00,0.3069,0.0530,0.2177
28.50,0.2961,0.0530,0.2177
29.00,0.2961,0.0530,0.2177
29.50,0.2961,0.0530,0.2177
30.00,0.2961,0.0530,0.2118
30.50,0.2961,0.0530,0.2147
31.00,0.2807,0.0438,0.2282
31.50,0.2844,0.0179,0.2334
32.00,0.2726,0.0093,0.2334
32.50,0.2726,0.0000,0.2364
33.00,0.2726,0.0000,0.2334
33.50,0.2726,0.0000,0.2334
34.00,0.2726,-0.0043,0.2334
34.50,0.2726,-0.0078,0.2334
35.00,0.2726,-0.0078,0.2334
35.50,0.2726,-0.0096,0.2334
36.00,0.2726,-0.0395,0.2334
36.50,0.2659,-0.0480,0.2334
37.00,0.2569,-0.0824,0.2334
37.50,0.2569,-0.0912,0.2334
38.00,0.2569,-0.1047,0.2334
38.50,0.2554,-0.1250,0.2334
39.00,0.2344,-0.1250,0.1883
39.50,0.2133,-0.1250,0.1524
40.00,0.1890,-0.1250,0.1207
40.50,0.1550,-0.1250,0.0831
41.00,0.1498,-0.1283,0.0530
41.50,0.1244,-0.1447,0.0138
42.00,0.0457,-0.1536,0.0030
42.50,0.0003,-0.1820,-0.0078
43.00,-0.0427,-0.1886,-0.0078
43.50,-0.0874,-0.1875,-0.0755
44.00,-0.1443,-0.1814,-0.1602
44.50,-0.1719,-0.1147,-0.1953
45.00,-0.1719,-0.1254,-0.2109
45.50,-0.1719,-0.1426,-0.2109
46.00,-0.1719,-0.1484,-0.2109
46.50,-0.1884,-0.1779,-0.2272
47.00,-0.2080,-0.2252,-0.2656
47.50,-0.2029,-0.2561,-0.2656
48.00,-0.2072,-0.2838,-0.2802
48.50,-0.1977,-0.2800,-0.2754
49.00,-0.1904,-0.3070,-0.2754
49.50,-0.2344,-0.3252,-0.1934
50.00,-0.2500,-0.3437,-0.1875
50.50,-0.2500,-0.3443,-0.1621
51.00,-0.2500,-0.3449,-0.1572
51.50,-0.2500,-0.3449,-0.1484
52.00,-0.2617,-0.3443,-0.1396
52.50,-0.2891,-0.3437,-0.1146
53.00,-0.2891,-0.3444,-0.0977
53.50,-0.2891,-0.3437,-0.1386
54.00,-0.2891,-0.3443,-0.1562
54.50,-0.2708,-0.3448,-0.1572
55.00,-0.2500,-0.3437,-0.2188
55.50,-0.2559,-0.3525,-0.2554
56.00,-0.2685,-0.3672,-0.3437
56.50,-0.2671,-0.3672,-0.3867
57.00,-0.2656,-0.3685,-0.3359
57.50,-0.2656,-0.3678,-0.3164
58.00,-0.2559,-0.3672,-0.3047
58.50,-0.2500,-0.3684,-0.3047
59.00,-0.2805,-0.3672,-0.3076
59.50,-0.3047,-0.3672,-0.3047
60.00,-0.3069,-0.3684,-0.2891
60.50,-0.3047,-0.3672,-0.2891
61.00,-0.3069,-0.3683,-0.2832
61.50,-0.3047,-0.3691,-0.2656
62.00,-0.3062,-0.3672,-0.2656
62.50,-0.3474,-0.3691,-0.2686
63.00,-0.3672,-0.3677,-0.2656
63.50,-0.3694,-0.3672,-0.2656
64.00,-0.3672,-0.3688,-0.2754
64.50,-0.3687,-0.3672,-0.2383
65.00,-0.3672,-0.3678,-0.2266
65.50,-0.3672,-0.3684,-0.2266
66.00,-0.3672,-0.3678,-0.2383
66.50,-0.3672,-0.3690,-0.2578
67.00,-0.3672,-0.3672,-0.2891
67.50,-0.3672,-0.3672,-0.2891
68.00,-0.3672,-0.3678,-0.2891
68.50,-0.3672,-0.3672,-0.2891
69.00,-0.3672,-0.3691,-0.2891
69.50,-0.3672,-0.3672,-0.2891
70.00,-0.3613,-0.3678,-0.2891
70.50,-0.3363,-0.3688,-0.2891
71.00,-0.3193,-0.3685,-0.2891
71.50,-0.3062,-0.3672,-0.2969
72.00,-0.3164,-0.3672,-0.2656
72.50,-0.3281,-0.3683,-0.2656
73.00,-0.3281,-0.3568,-0.2500
73.50,-0.3379,-0.3472,-0.2239
74.00,-0.3437,-0.3666,-0.1963
74.50,-0.3437,-0.3678,-0.1875
75.00,-0.3437,-0.3693,-0.1875
75.50,-0.3437,-0.3943,-0.1875
76.00,-0.3437,-0.4062,-0.1992
76.50,-0.3437,-0.4080,-0.2266
77.00,-0.3437,-0.4089,-0.2500
77.50,-0.3437,-0.4062,-0.2266
78.00,-0.3437,-0.4086,-0.2500
78.50,-0.3437,-0.4080,-0.2578
79.00,-0.3437,-0.4067,-0.2383
79.50,-0.3437,-0.4062,-0.2578
80.00,-0.3437,-0.4068,-0.2656
80.50,-0.3437,-0.4080,-0.2656
81.00,-0.3437,-0.4074,-0.2266
81.50,-0.3437,-0.4067,-0.2109
82.00,-0.3437,-0.4069,-0.2214
82.50,-0.3437,-0.4068,-0.2552
83.00,-0.3437,-0.4068,-0.2578
83.50,-0.3437,-0.4062,-0.2500
84.00,-0.3437,-0.4056,-0.2500
84.50,-0.3437,-0.3934,-0.2500
85.00,-0.3437,-0.4019,-0.2500
85.50,-0.3584,-0.4062,-0.2500
86.00,-0.3811,-0.4062,-0.2500
86.50,-0.3672,-0.4073,-0.2500
87.00,-0.3679,-0.4069,-0.2500
87.50,-0.3626,-0.4274,-0.2500
88.00,-0.3444,-0.4285,-0.2500
88.50,-0.3437,-0.4297,-0.2500
